Name,Distance,Rating,Votes,Address,OriginFile 
Siddhi general tobacco store Opp charttered house Dhobi Talao,1.28 KM,4.0,1 Votes,"shop no 1 building no 288, dr.c.h. street, Dhobi Talao, Mumbai - 400002, opp charttered house",Bhuleshwar
Mahalaxmi General Stores Kalbadevi,0.62 KM,,0 Votes,"Kalbadevi, Mumbai - 400002",Bhuleshwar
Bharat Medical General Stores Thakurdwar Kalbadevi,0.84 KM,4.0,3 Votes,"No 312, J S S Road, Kalbadevi, Mumbai - 400002, Thakurdwar",Bhuleshwar
Shah Stores Near Balaji Temple Sitaram Poddar Marg Kalbadevi,,4.0,7 Votes,"59, 1st Fanaswadi Rele Building, Palekar Marg, Kalbadevi, Mumbai - 400002, Near Balaji Temple, Sitaram Poddar Marg",Bhuleshwar
Dhanalaxmi Kirana Store Near to Hita Bhavan Hotel Princess Street,1.12 KM,4.0,1 Votes,"Shop No -216, Sethna Building, Princess Street, Princess Street, Mumbai - 400002, Near to Hita Bhavan Hotel",Bhuleshwar
Suresh General Store Behind Round Masjid Dhobi Talao,1.38 KM,4.3,2 Votes,"Shop No.48, 2nd Marin Street, Dhobi Talao, Mumbai - 400002, Behind Round Masjid",Bhuleshwar
Sha Velji Ganpat Co,,,0 Votes,"Shop No.1, 38, Panchayatwadi Lane,, Mumbai - 400002, Kabutarkhana",Bhuleshwar
Two Cee Medical Stores Kalbadevi,0.28 KM,,0 Votes,"No 91, Kansara Chawl, Kalbadevi Road, Kalbadevi, Mumbai - 400002",Bhuleshwar
Abhishek General Store Opposite Kabutar Khana Kalbadevi,0.3 KM,4.3,4 Votes,"120, Kiran Vijay Sadan, Kalbadevi, Mumbai - 400002, Opposite Kabutar Khana",Bhuleshwar
Gandhi General Store Opposite Kapadia Chamber Chira Bazar Kalbadevi,0.36 KM,4.0,2 Votes,"Shop No.- 602, Next To Wadia Building, J S S Road, Chira Bazar-Kalbadevi, Mumbai - 400002, Opposite Kapadia Chamber",Bhuleshwar
Padmavati Kiran General Store,0.48 KM,5.0,4 Votes,"30/32, Sukhani Sadan, Thakurdwar Road, Mumbai - 400002, Opposite Siddesh Appartment",Bhuleshwar
Shree Swami Samartha General Stores,0.49 KM,,0 Votes,Mumbai - 400002,Bhuleshwar
Manish kala mandir Near Balaji mandir fanas wadi Fanas Wadi Kalbadevi,0.55 KM,,0 Votes,"Shop no 2 rele building, Sitaram Poddar marg, Fanas Wadi-Kalbadevi, Mumbai - 400002, Near Balaji mandir fanas wadi",Bhuleshwar
Deepali Provision Stores Recharge Centre Opposite Balaji Mandir Fanas Wadi Kalbadevi,0.57 KM,3.5,2 Votes,"Shop 3 sadbhavna, Shitaram poddar marg, Fanas Wadi-Kalbadevi, Mumbai - 400002, Opposite Balaji Mandir",Bhuleshwar
Janta General Store Near Wenkatesh Temple Fanas Wadi Kalbadevi,0.59 KM,5.0,1 Votes,"102, Jagarnath Chawl, Kalbadevi, Mumbai - 400002, Near Wenkatesh Temple, Fanas Wadi",Bhuleshwar
Shree Stationery Near A One Mobile Shop Vitthalwadi Kalbadevi,0.59 KM,,0 Votes,"Kalbadevi, Mumbai - 400002, Near A One Mobile Shop , Vitthalwadi",Bhuleshwar
Aarnesh Dashkarma Bhandar Near A One Mobile Shop Vitthalwadi Kalbadevi,0.59 KM,,0 Votes,"Kalbadevi, Mumbai - 400002, Near A One Mobile Shop , Vitthalwadi",Bhuleshwar
S v setti S p road Fanas Wadi Kalbadevi,0.6 KM,,0 Votes,"Shop no.106, Jagannath chawl, Fanas Wadi-Kalbadevi, Mumbai - 400002, S.p road",Bhuleshwar
R M Opticals Near A One Mobile Shop Vitthalwadi Kalbadevi,0.6 KM,,0 Votes,"Kalbadevi, Mumbai - 400002, Near A One Mobile Shop , Vitthalwadi",Bhuleshwar
Bhagvandas General Store Kalbadevi,0.64 KM,,0 Votes,"38/40, Champa Galli, Zaveri Bazaar, Champa Galli Cross Lane, Kalbadevi, Mumbai - 400002",Bhuleshwar
Gupta Oil And General Stores Thakurdwar Kalbadevi,0.69 KM,,0 Votes,"Siddhesh Building Shop No 6, Dr.j B Marg, Thakurdwar-Kalbadevi, Mumbai - 400002",Bhuleshwar
Shrikant General Store Opposite Prakash Paper Mart Kalbadevi,0.69 KM,,0 Votes,"Shop no.117, Dadiseth Agiary Lane, Kalbadevi, Mumbai - 400002, Opposite.,Prakash Paper Mart",Bhuleshwar
Shreekant General Stores Kalbadevi,0.69 KM,,0 Votes,"117, Dadisheth Agyari Lane, Kalbadevi, Mumbai - 400002",Bhuleshwar
Morghar Kirana Store Mughbhat Thakurdwar Kalbadevi,0.71 KM,,0 Votes,"Chogdewala Building, Plot No.10, Mughbhat Lane, Thakurdwar-Kalbadevi, Mumbai - 400002, Mughbhat",Bhuleshwar
Maharashtra general store Near station Thakurdwar Kalbadevi,0.72 KM,,0 Votes,"Shop no 9 Mehta estate, Baba saheb marg, Thakurdwar-Kalbadevi, Mumbai - 400002, Near station",Bhuleshwar
Niyati Stores Thakurdwar Kalbadevi,,4.0,2 Votes,"305,, Jss Road, Kalbadevi, Mumbai - 400002, Thakurdwar",Bhuleshwar
Kiran General Stores Opposite Bombay Medical Kalbadevi,,,0 Votes,"Shop No 5, Dr Ch Street, Kalbadevi, Mumbai - 400002, Opposite Bombay Medical",Bhuleshwar
Khira General Store,,,0 Votes,Mumbai - 400002,Bhuleshwar
A v store Kalbadevi,0.8 KM,,0 Votes,"wagh wadi, Kalbadevi Road, Kalbadevi, Mumbai - 400002",Bhuleshwar
Eklingji General Stores Thakurli Murlidhar Temple Trust Chira Bazar Kalbadevi,0.81 KM,,0 Votes,"350/B, Shop No. 3, Ground Floor, Thakurli Muralidhar temple trust, JSS Road, Chira Bazar-Kalbadevi, Mumbai - 400002, Thakurli Murlidhar Temple Trust",Bhuleshwar
Milan General store Near Chira Bazar Kalbadevi,0.82 KM,4.3,10 Votes,"197 Bhatiya Nivas, Dr Vigas Street, Kalbadevi, Mumbai - 400002, Near Chira Bazar",Bhuleshwar
Lokamanya Bidi shop Thakurdwar Naka Thakurdwar Kalbadevi,0.82 KM,,0 Votes,"Shop 301, Jagarnath Shankar Sheth Road, Thakurdwar-Kalbadevi, Mumbai - 400002, Thakurdwar Naka",Bhuleshwar
Niyati Store Opp Hotel Sunshine Kalbadevi,0.83 KM,5.0,1 Votes,"Shop No.-305, JSS Road,, Thakurdwar Road, Kalbadevi, Mumbai - 400002, Opp Hotel Sunshine",Bhuleshwar
Lokmanya bidi shop Near Thakurdwar signal Kalbadevi,0.83 KM,,0 Votes,"Shop No.6, Thakurdwar Road, Kalbadevi, Mumbai - 400002, Near Thakurdwar signal",Bhuleshwar
SM GENERAL Store Opp school Chira Bazar Kalbadevi,0.84 KM,,0 Votes,"Shop no 346, JSSRoad, Chira Bazar-Kalbadevi, Mumbai - 400002, Opp school",Bhuleshwar
Hari Store JSS road Chira Bazar Kalbadevi,0.84 KM,3.5,1 Votes,"388 Krishna Nivas, Shankar wadi road, Chira Bazar-Kalbadevi, Mumbai - 400002, JSS road",Bhuleshwar
Laxmi narayan pan bandar Opposite shivam bank Kalbadevi,0.85 KM,,0 Votes,"shop no 9, shri ganesh road, Kalbadevi, Mumbai - 400002, opposite shivam bank",Bhuleshwar
Bang Data Forms Pvt Ltd Dhobi Talao,0.85 KM,,0 Votes,"1st Floor, Mistry Building 635, J.S.S. Road,, Dhobi Talao, Mumbai - 400002",Bhuleshwar
Monalisa Provisional Near Gazdar Street Opp Perfect Card Chira Bazar Kalbadevi,0.85 KM,,0 Votes,"Shop No 396, J S S Road, Chira Bazar-Kalbadevi, Mumbai - 400002, Near Gazdar Street, Opp. Perfect Card,",Bhuleshwar
Matru Ashish Hardware General Stores Chira Bazar Kalbadevi,,,0 Votes,"207-211 Shop No 5, DSA Lane, Chira Bazar-Kalbadevi, Mumbai - 400002",Bhuleshwar
Priya Medical And General Stores Thakurdwar kalbadevi,,,0 Votes,"Thakurdwar-kalbadevi, Mumbai - 400002",Bhuleshwar
Sachin Sweet N Salty Near rajdhani hotel Dhobi Talao,0.86 KM,4.5,4 Votes,"351/353,New Market, Sheikh Memon Street, Dhobi Talao, Mumbai - 400002, Near rajdhani hotel",Bhuleshwar
Shree Ganesh General Store Near Kotak ATM Kalbadevi,,,0 Votes,"Shop No.11, J.S.S Street, Kalbadevi, Mumbai - 400002, Near Kotak ATM,",Bhuleshwar
Jaiswal Supermarket Near Chira Bazar Kalbadevi,0.86 KM,,0 Votes,"Shop No.45&46, Kalbadevi Road, Kalbadevi, Mumbai - 400002, Near Chira Bazar,",Bhuleshwar
Munna General Store,,,0 Votes,"Bhagavad, Chapra , Bihar, Mumbai - 400002, Near By Central Bank",Bhuleshwar
Sherawat General Store Near Icici Atm Princess Street,,,0 Votes,"Shop No.21, Princess Street, Mumbai - 400002, Near Icici Atm",Bhuleshwar
Ashok General Store Kalbadevi,0.87 KM,,0 Votes,"278-B, Surya Mahal, J.S.S. Rd., Girgaum, Kalbadevi, Mumbai - 400002",Bhuleshwar
Misra pan bhandar Sonapur galli Chira Bazar Kalbadevi,0.88 KM,,0 Votes,"shop no 1, j s s road, Chira Bazar-Kalbadevi, Mumbai - 400002, sonapur galli",Bhuleshwar
Modern Chemists Opposite Dr Vighas Street Chira Bazar kalbadevi,0.9 KM,4.6,5 Votes,"Shop No 50, Jkb Co-Operative Housing Society, 460, J S S Road, Chira Bazar-kalbadevi, Mumbai - 400002, Opposite Dr Vighas Street",Bhuleshwar
Modern Store New Bhatia Bhajanwadi Kalbadevi,0.9 KM,3.5,1 Votes,"Shop No 3, 9/15 Moraji Veiji Bldg, Dr M.B Velkar Street, Kalbadevi, Mumbai - 400002, New Bhatia Bhajanwadi",Bhuleshwar
Shree Baleshwar Medical General Stores Thakurdwar Kalbadevi,,,0 Votes,"Thakurdwar-Kalbadevi, Mumbai - 400002",Bhuleshwar
Matrukripa Hardware General Store Near Computer House Chira Bazar Kalbadevi,0.91 KM,3.0,1 Votes,"485, J S S Road, Chirabazaar, Chira Bazar-Kalbadevi, Mumbai - 400002, Near Computer House",Bhuleshwar
Waman kedar shetave aani sons Kalbadevi,0.92 KM,5.0,1 Votes,"modi building, Kolbaht Lane, Kalbadevi, Mumbai - 400002",Bhuleshwar
Lucky General Stores Near Lotlikar Jewellers Chira Bazar Kalbadevi,0.93 KM,4.0,5 Votes,"503/505,J S S Road, Lotlikar Mansion, Chira Bazar-Kalbadevi, Mumbai - 400002, Near Lotlikar Jewellers",Bhuleshwar
Durga Medical General Stores Kalbadevi,0.94 KM,3.5,2 Votes,"565 Chira Bazar, J S S Rd, Kalbadevi, Mumbai - 400002",Bhuleshwar
Mishra general store Beside Loltekar jewllers Chira Bazar Kalbadevi,0.94 KM,,0 Votes,"Bharat building, Shree kanth pale kar marg, Chira Bazar-Kalbadevi, Mumbai - 400002, Beside Loltekar jewllers",Bhuleshwar
Samarth Medical And General Stores Near Chira Bazar Kalbadevi,0.95 KM,4.6,5 Votes,"Shop No 2 56/60, Kolbhat Marg, Kalbadevi, Mumbai - 400002, Near Chira Bazar",Bhuleshwar
Siddhivinayak Stores In Front Of City Kitchen Kalbadevi,0.95 KM,,0 Votes,"Lakhpati Building, Shrink ant Palekar Marg, Kalbadevi, Mumbai - 400002, In Front Of City Kitchen",Bhuleshwar
Alif Hardware General Stores Chira Bazar Kalbadevi,0.96 KM,,0 Votes,"533 Chira Bazar, J S S Rd, Chira Bazar-Kalbadevi, Mumbai - 400002",Bhuleshwar
Ashok General Store Chira Bazar kalbadevi,0.97 KM,3.5,2 Votes,"543/B, Girgaum Road, J S S Road, Chira Bazar-kalbadevi, Mumbai - 400002",Bhuleshwar
Arshi bidi stall Chira Bazar Kalbadevi,0.98 KM,,0 Votes,"shop no 34, Chira Bazar-Kalbadevi, Mumbai - 400002",Bhuleshwar
Mishra General Store,1 KM,4.3,3 Votes,"Kamathi Wada, Sonapur, Mumbai - 400002, Marine Lines",Bhuleshwar
Dhanlaxmi Kirana Store Near Parsi Dairy Signal Kalbadevi,1.08 KM,,0 Votes,"Setna Shop No. 216, Jess Marg, Kalbadevi, Mumbai - 400002, Near Parsi Dairy Signal",Bhuleshwar
Vinayak General Stores Near Hiti Perfumers Kalbadevi,1.09 KM,,0 Votes,"Shop No. 83, Princess Street,, Kalbadevi, Mumbai - 400002, Near Hiti Perfumers,",Bhuleshwar
Laxmichand Hansraj 45 Chandanwadi Opposite Nipra House Chira Bazar kalbadevi,1.1 KM,3.5,1 Votes,"Shop No 1&2,B I T Chawl 1, Chira Bazar-kalbadevi, Mumbai - 400002, 45 Chandanwadi, Opposite Nipra House",Bhuleshwar
Af Stores Chandanwadi Chira Bazar Kalbadevi,1.12 KM,,0 Votes,"VIP Building No 1, Chira Bazar-Kalbadevi, Mumbai - 400002, Chandanwadi",Bhuleshwar
Sai General Stores Princess road Kalbadevi,1.12 KM,,0 Votes,"Shop no.614, Setana bldg, Kalbadevi, Mumbai - 400002, Princess road",Bhuleshwar
Manish pco Navjeevan Wadi Dhobi Talao,1.15 KM,,0 Votes,"shop no.-5,Shri ram bld., Navjeevan Wadi-Dhobi Talao, Mumbai - 400002",Bhuleshwar
Metro stores Kalbadevi,1.16 KM,3.0,1 Votes,"cawas ji mohamedi house, Kalbadevi, Mumbai - 400002",Bhuleshwar
Pratham General Store Near Megha Bar Dhobi Talao,1.19 KM,,0 Votes,"Shop No 23, C.H. Street,, Dhobi Talao, Mumbai - 400002, Near Megha Bar,",Bhuleshwar
Bhagabati General Store Dhobi Talao,1.2 KM,,0 Votes,"Shop No 2,Parda House, Dhobi Talao, Mumbai - 400002",Bhuleshwar
Sagar General Store Near By Metro Cinema Dhobi Talao,1.22 KM,,0 Votes,"240/1, Shah House, Dr Ch Street,, Dhobi Talao, Mumbai - 400002, Near By Metro Cinema,",Bhuleshwar
Raju patra Dhobi Talao,1.24 KM,,0 Votes,"Shop no.57, Bhiwandiwala s.s gaikwala road, Dhobi Talao, Mumbai - 400002",Bhuleshwar
Picnic bar pan shop Near marine lines opp parsi dairy Dhobi Talao,,4.0,1 Votes,"shop no 11, dr c s street, Dhobi Talao, Mumbai - 400002, near marine lines, opp parsi dairy",Bhuleshwar
Silsila E Husaina General Store Near Marine Line Station Kalbadevi,1.25 KM,,0 Votes,"Shop No. 76, Station Road, Kalbadevi, Mumbai - 400002, Near Marine Line Station",Bhuleshwar
Kamal General Store Opposite Cross Road Restaurant Lohar Chawl,1.25 KM,3.5,2 Votes,"Shop No. 2, Ground Floor, 23 25, Hamal Wadi, Navajeevan Wadi, Sonapur, Dr Cawasji Hormusji Road, Lohar Chawl, Mumbai - 400002, Opposite Cross Road Restaurant",Bhuleshwar
Maharashtra oil depot Dhobi talo Kalbadevi,1.27 KM,,0 Votes,"Shop no 24, S s street, Kalbadevi, Mumbai - 400002, Dhobi talo",Bhuleshwar
Galaxy General Stores A P Market Dhobi Talao,1.29 KM,,0 Votes,"Shop No 1, S S Gaikwad Road, Dhobi Talao, Mumbai - 400002, A P Market",Bhuleshwar
Priya Stationery Metro cinema Kalbadevi,1.31 KM,,0 Votes,"shop no. 7, Kalbadevi, Mumbai - 400002, Metro cinema",Bhuleshwar
Shree Swami Samarth General Stores Opposite MetroBoc Cinema Dhobi Talao,1.33 KM,3.5,1 Votes,"70 Mahavir Mansion, Gaikwad Marg, Dhobi Talao, Mumbai - 400002, Opposite MetroBoc Cinema",Bhuleshwar
Mahadev Medical General Stores SECOND MARINE STREET Dhobi Talao,1.36 KM,5.0,2 Votes,"Surya Kalayani Mansion, Building No 36/44, Wellington Street, Dhobi Talao, Mumbai - 400002, SECOND MARINE STREET",Bhuleshwar
Gulshan Provision Stores Gaikwala Marg Dhobi Talao,1.36 KM,,0 Votes,"Shop No 82, Dhobi Talao, Mumbai - 400002, Gaikwala Marg",Bhuleshwar
Vallabhji Vershi Nr Metro Dhobi Talao,1.39 KM,,0 Votes,"Wellington Terrace Bldg Gr Flr Shop No 8, Wellington Street, Dhobi Talao, Mumbai - 400002, Nr Metro",Bhuleshwar
Suresh General Stores Behind delhi darbar restaurent Dhobi Talao,1.39 KM,4.0,1 Votes,"48/52, 2nd Marine Street, Ground Floor, Dhobi Talao, Mumbai - 400002, behind delhi darbar restaurent",Bhuleshwar
Ajay bidi shop Dhobi Talao,1.4 KM,,0 Votes,"shop no. 92, J S S road, Dhobi Talao, Mumbai - 400002",Bhuleshwar
Vishwas Store Saibaba Nagar borivali West,1.82 KM,4.3,48 Votes,"5, Kusumkala Cooperative Housing Society, Saibaba Mandir Road, Saibaba Nagar-borivali West, Mumbai - 400092",Borivali
Anupam Variety Store Opposite Borivali Railway Station Borivali West,0.46 KM,3.9,55 Votes,"Shop No 9, 10 BMC Market, S V Road, Borivali West, Mumbai - 400092, Opposite Borivali Railway Station",Borivali
D K Corporation Opposite Sanjay Ice Cream Opposite M K High School Borivali West,0.72 KM,4.2,118 Votes,"Shop No 1 & 2, D K House, Jambli Gully, Borivali West, Mumbai - 400092, Opposite Sanjay Ice Cream, Opposite M K High School",Borivali
Shree Damodar Medical General Stores Opposite Punjab Sind Bank Borivali West,0.91 KM,4.3,261 Votes,"Shop No 8/9,Atul Apartment, L T Road,Vaziranaka, Borivali West, Mumbai - 400091, Opposite Punjab & Sind Bank",Borivali
Bhagwati Medical General Store Near Corporation Bank IC Colony Borivali West,1.46 KM,4.1,188 Votes,"Shop No 4, Royal Tower, D P Link Road, IC Colony-Borivali West, Mumbai - 400103, Near Corporation Bank",Borivali
Bright General Stores Mulji Nagar Saibaba Road Borivali West,1.8 KM,4.1,129 Votes,"Shop No 8, Pancharatna Chs Ltd, Plot No 5, S V Road, Borivali West, Mumbai - 400092, Mulji Nagar, Saibaba Road",Borivali
Venus General Stores Opposite Jawahar Oil Borivali West,1.11 KM,4.0,33 Votes,"D/26 Shop No 6, Yogi Nagar, Eksar Road, Yogi Nagar, Borivali West, Mumbai - 400091, Opposite Jawahar Oil",Borivali
Sweet Home Super Market Near Ganesh Temple Oppsite Cosmos Bank Borivali East,1.17 KM,4.1,333 Votes,"Shop No.6,7,8 Gangadhar Nagar CHS, Nancy Road, Borivali East, Mumbai - 400066, Near Ganesh Temple Oppsite Cosmos Bank",Borivali
Mahadev Medical General Stores Daulat Nagar Borivali East,0.76 KM,3.9,6 Votes,"Shop No 11,Shewta Park, Road No 2, Borivali East, Mumbai - 400066, Daulat Nagar",Borivali
Rex Super Market Near Corporation Bank Borivali West,1.46 KM,4.2,197 Votes,"Shop No.8 & 9, Royal Tower, IC Colony, D. P. Link Road, Borivali West, Mumbai - 400103, Near Corporation Bank",Borivali
Shree Arya Durga Medical General Stores Opposite Borivali Fire Brigade Borivali West,1.48 KM,4.1,68 Votes,"Shop No 5, Ranade Shopping Centre, L T Road, Borivali West, Mumbai - 400092, Opposite Borivali Fire Brigade",Borivali
Om Shraddha Medical General Store J Raj Nagar Borivali West,1.24 KM,4.0,24 Votes,"Shop No 4, Om Shraddha Co Operative Housing Society, Link Road, Borivali West, Mumbai - 400091, J Raj Nagar",Borivali
Shree Tirupati Drug House Saibaba Nagar Borivali West,1.86 KM,4.3,26 Votes,"Shop No 3, Saibaba Dham, SAI Baba Mandir Road, Borivali West, Mumbai - 400092, Saibaba Nagar",Borivali
Darshan Dairy Borivali East,1.7 KM,4.5,9 Votes,"Shop No 11, Ekta Bhoomi Garden, Dattapada Road, Borivali East, Mumbai - 400066",Borivali
Arihant Medical General Stores Opposite Pragati High School Borivali West,1.82 KM,3.9,63 Votes,"Shop No 1, Plot No 87, Gorai Manas Co Operative Housing Society Ltd, Gorai-2, Borivali West, Mumbai - 400091, Opposite Pragati High School",Borivali
Navkar Provision Stores SAI Baba Nagar Nr Battiya School Borivali West,1.96 KM,3.8,15 Votes,"Shop No 4 Bahubali Tower, Borivali West, Mumbai - 400092, SAI Baba Nagar Nr Battiya School",Borivali
Centre Point Opposite Railway Station Borivali West,0.51 KM,3.6,4 Votes,"37, Goyal Shopping Centre, Borivali West, Mumbai - 400092, Opposite Railway Station",Borivali
Maru General Stores Near Sai Sadan Carter Road No 3 Borivali East,0.87 KM,3.6,9 Votes,"2 Borivali Rakhi Sra Society Ltd B Wing, Borivali Ea, Borivali East, Mumbai - 400066, Near Sai Sadan Carter Road No.3",Borivali
Janta Provision Stores Yogi Nagar Borivali West,1.16 KM,4.0,72 Votes,"Shop No 3 D-15, Borivali West, Mumbai - 400091, Yogi Nagar",Borivali
Jayesh Medical General Store Opposite Gajanan Hotel Borivali East,0.79 KM,4.5,52 Votes,"Shop No 5, Rambhia Niwas, Main Kasturba Road, Station Road, Borivali East, Mumbai - 400066, Opposite Gajanan Hotel",Borivali
Vinay Store Kastur Park Near Suvarna Hospital Borivali West,1.23 KM,3.9,18 Votes,"Shiv Tirth Apartments, Shop No 3, Shimpoli Road, Borivali West, Mumbai - 400091, Kastur Park, Near Suvarna Hospital",Borivali
Shree Sai Baba General Provision Stores Near Police Station Borivali West,1.28 KM,3.2,3 Votes,"Shop No 2, Indrapuri Building, Link Road, Borivali West, Mumbai - 400092, Near Police Station",Borivali
Vishwas Stores Borivali West,1.43 KM,4.5,1 Votes,"Shop No 5 Kusumkala Shooping Center, Sai Baba Nagar, Borivali West, Mumbai - 400092",Borivali
Supreme Traders Nr Silver Coin Hotel IC Colony Borivali West,1.51 KM,3.8,15 Votes,"Shop No 1, Archie Betty Building, D.P. Link Road, IC Colony-Borivali West, Mumbai - 400103, Nr. Silver Coin Hotel",Borivali
Welcome Medical General Stores Near Citizen Bank I C Colony Borivali West,1.59 KM,4.4,64 Votes,"Shop No 3,Rozario Apartment, I C Colony, Borivali West, Mumbai - 400103, Near Citizen Bank, I C Colony",Borivali
Maharashtra Medical General Store Opp Dr Nayak Borivali West,1.08 KM,3.9,21 Votes,"Shop No -5 , Building B8, Yogi Prabhat, Yogi Nagar, Borivali West, Mumbai - 400091, Opp Dr. Nayak",Borivali
Ashapura Medico General Store Near Kastur Park Borivali West,1.27 KM,4.3,28 Votes,"Shop No.6, Madhusudan Terrace, Shimpoli Road, Haridas Road, Borivali West, Mumbai - 400092, Near Kastur Park,",Borivali
Jasmine Stores Near National Park Kulup Wadi Borivali East,1.27 KM,4.5,29 Votes,"Shop No 11, Ashoka Tower, Borivali East, Mumbai - 400066, Near National Park, Kulup Wadi",Borivali
Ramkrishna Medical General Store Opp J B Khot School Borivali West,1.98 KM,4.4,10 Votes,"Shop No.8, Bahubali Tower, Desai Seth Nagar, Near Saibaba Nagar, Borivali West, Mumbai - 400092, Opp. J B Khot School",Borivali
Aastha Medical General Stores Opp Hanuman Mandir Borivali East,0.68 KM,3.9,5 Votes,"Shop No.1Ground Floor SAI Shital Chs, Daulat Nagar S V Road Plot No.23Road No.5, Borivali East, Mumbai - 400066, Opp Hanuman Mandir",Borivali
Bharat Store Near Vazira Naka Borivali West,0.98 KM,4.7,55 Votes,"Shop No. 07, Sharda Estate Building, LT Road, Borivali West, Mumbai - 400092, Near Vazira Naka",Borivali
Nice Dry Fruit Farsan General Stores Near Karur Vaishya Bank Vazira Naka Borivali West,1.01 KM,3.4,5 Votes,"Shop No 2, Sunrise View Building, L.T. ROAD, Borivali West, Mumbai - 400091, Near Karur Vaishya Bank, Vazira Naka",Borivali
Ambika Stores Chemist and Druggist Opposite Welcome Hotel Borivali East,1.11 KM,3.5,6 Votes,"13, Lavkush Shopping Centre, Dattapada Road, Borivali East, Mumbai - 400066, Opposite Welcome Hotel",Borivali
Suryavanshi medical general store Opp rajendra Nagar Police Chawki Borivali East,1.28 KM,,0 Votes,"Shop No.7 , Durgadevi, Dattapada Road, Borivali East, Mumbai - 400066, Opp.rajendra Nagar Police Chawki",Borivali
Parivar Medical And General Stores Opposite Citibank Shantivan Borivali East,1.29 KM,4.6,8 Votes,"Shop No 7, Veena Cooperative Housing Society, Shantivan, Borivali East, Mumbai - 400066, Opposite Citibank,Shantivan",Borivali
Western Chemist Near Mary Immaculate Girls High School Ic Colony borivali West,1.6 KM,4.1,9 Votes,"Shop No 2, Hill Abode, L M Road, Ic Colony-borivali West, Mumbai - 400103, Near Mary Immaculate Girls High School",Borivali
Vijay Grain Stores Near Vijay Sales Showroom Borivali West,1.64 KM,4.3,13 Votes,"A-1, Hari Om Apartment, Shastri Nagar, S V Road, Borivali West, Mumbai - 400092, Near Vijay Sales Showroom",Borivali
Sagar Dry Fruit General Stores Near Mulji Nagar Borivali West,1.81 KM,5.0,4 Votes,"Shop No 3, Building No 3, Saibaba Mandir Road, Borivali West, Mumbai - 400092, Near Mulji Nagar",Borivali
Mangala Medical and General Store Near Borivali Railway Station Borivali West,0.49 KM,3.9,19 Votes,"Shop No 06, Dhanraj Bhavan, Lokmanya Tilak Road, Borivali West, Mumbai - 400092, Near Borivali Railway Station",Borivali
Alpa Medico General Store Near Shree Krishna Nagar Shantivan Colony Borivali East,1.13 KM,4.4,15 Votes,"Shop No 8, Shantidwar Building, S G Marg, Shantivan Colony-Borivali East, Mumbai - 400066, Near Shree Krishna Nagar",Borivali
Mahavir Medical General Store Near National Park Shantivan Borivali East,1.16 KM,4.1,10 Votes,"Shop No 4. Koyna Co Operative Housing Society, Sant Dnyaneshwar Marg,, Shantivan-Borivali East, Mumbai - 400066, Near National Park,",Borivali
Rishab Medical General Store Nearby Solitaire Honda Borivali East,1.65 KM,4.8,24 Votes,"Shop No 1Ekta Bhumi Garden Building6, Rajendra Nagar Road, Borivali East, Mumbai - 400066, Nearby Solitaire Honda",Borivali
Chirag Medical General Store Opposite HDFC Bank Ic Colony borivali West,1.68 KM,4.3,73 Votes,"Shop No 07, Rosemar Co-operative Hosuing Society, Holy Cross Road, Ic Colony-borivali West, Mumbai - 400103, Opposite HDFC Bank",Borivali
Shree Ganesh General Stores Near Govind Nagar Borivali West,0.13 KM,5.0,2 Votes,"Shop No 2, Rushi Villa Compound, Sodawala Lane, Borivali West, Mumbai - 400092, Near Govind Nagar",Borivali
Chheda Stores Next To Satyam Electronics Services Center Govind Nagar Borivali West,0.28 KM,,0 Votes,"Rushi Villa, Sodawala Lane, Govind Nagar-Borivali West, Mumbai - 400092, Next To Satyam Electronics Services Center",Borivali
Laxmi Kirana Store Near Vajira Naka Borivali West,,,0 Votes,"Gajananad Chawl, L T Road, Borivali West, Mumbai - 400092, Near Vajira Naka",Borivali
Sagar General Store Devki Nagar Eksar Opposite Tilak Complex Borivali West,0.3 KM,5.0,1 Votes,"Shop No 1, Swati Apartment, Borivali West, Mumbai - 400092, Devki Nagar, Eksar, Opposite Tilak Complex",Borivali
Shivlal Store Near BMC Office Borivali West,0.33 KM,,0 Votes,"Opp MTNL SVP Road, SVP Road, Borivali West, Mumbai - 400092, Near BMC Office",Borivali
Teju Gupta Chana Bhandar Opp Nakshatra Building Borivali West,0.35 KM,,0 Votes,"Chandavarkar Road, Borivali West, Mumbai - 400091, Opp Nakshatra Building",Borivali
Shiv general store Oop prem nagar garden Borivali West,0.39 KM,3.5,3 Votes,"Prem nagar bulding no.2 shop no. 1, Prem nagar rd., Borivali West, Mumbai - 400092, Oop prem nagar garden",Borivali
Shiv General Stores MCF Club Prem Nagar Borivali West,0.39 KM,3.5,3 Votes,"Shop No.1 Prem Nagar Building 2, S.V.P Road, Prem Nagar-Borivali West, Mumbai - 400091, MCF Club",Borivali
Maruti General Store Daulat Nagar Borivali East,0.43 KM,3.0,3 Votes,"Shop No 7, Bhagwan Nivas, Jain Mandir Road, Borivali East, Mumbai - 400066, Daulat Nagar",Borivali
Paresh General Stores Opposite Hongkong Bank Borivali West,0.47 KM,5.0,3 Votes,"Shop No.17, Shayadri Apartments,, L. T. Road, Borivali West, Mumbai - 400092, Opposite Hongkong Bank",Borivali
