Name,Distance,Rating,Votes,Address,OriginFile 
Sohini Provision Stores Near Bank Of Baroda Vile Parle West,1.14 KM,3.6,33 Votes,"Shop No 2, Sohinin Apartment, Dashrathlal Joshi Marg, Vile Parle West, Mumbai - 400056, Near Bank Of Baroda",Juhu
Sunshine Medical General Store Opposite Catholic Syrian Bank Vile Parle West,1.26 KM,3.8,53 Votes,"Shop No 11 Shiv Kesar Co-operative Housing Society, Baptists Road, Vile Parle West, Mumbai - 400056, Opposite Catholic Syrian Bank",Juhu
Jagdamba Chemist General Store Santacruz West,1.23 KM,4.3,35 Votes,"Shop No.15/16, Dheeraj Residency II, Linking Road Extn, Santacruz West, Mumbai - 400054",Juhu
Suvidha Medical General Store Opposite Ramkrishna Hotel Corner Of Nehru Road Vile Parle East,1.43 KM,4.3,22 Votes,"Vanmali Compound, Shop No 240, Vile Parle East, Mumbai - 400057, Opposite Ramkrishna Hotel, Corner Of Nehru Road",Juhu
Talika Department Stores Opposite Mcdonald Vile Parle West,0.96 KM,4.1,10 Votes,"Shop No 6 & 7, 113, Anant Building, D J Road, Vile Parle West, Mumbai - 400056, Opposite Mcdonald",Juhu
Kamlesh General Store Santacruz West,1.24 KM,4.8,15 Votes,"Shop No 5 Daulat Nagar, Linking Road, Santacruz West, Mumbai - 400054",Juhu
Ahmed Dawood Opp Railway Station Vile Parle West,1.34 KM,3.6,8 Votes,"Ashok Kumar Panachand Building, V P Road, Vile Parle West, Mumbai - 400056, Opp. Railway Station,",Juhu
Shree Viraj Co Near Jain Temple Andheri West,1.6 KM,3.5,6 Votes,"Anuradha, A, Shop-7, Irla Bridge, S V Road, Andheri West, Mumbai - 400058, Near Jain Temple",Juhu
Central General Stores Opp STN Baba Gavde Compound Vile Parle East,1.61 KM,4.1,13 Votes,"Shop No 3 Old Market, M G Road, Vile Parle East, Mumbai - 400057, Opp STN, Baba Gavde Compound",Juhu
New Gajora Brothers Near Mahalaxmi Mandir Vile Parle East,1.71 KM,4.2,17 Votes,"Shop-11, Suryaniwas Apartment, Ram Mandir Road, Vile Parle East, Mumbai - 400057, Near Mahalaxmi Mandir",Juhu
Khirani Stores Near Vishwakarma Hall Vile Parle West,1.34 KM,4.2,15 Votes,"Shop No 5, Kailash Sadan Building, Bajaj Road, Vile Parle West, Mumbai - 400056, Near Vishwakarma Hall",Juhu
Golden Medico Surgical Near Milan Subway Signal Santacruz West,1.51 KM,4.0,36 Votes,"Shop No. 19,Rizvi Park, CHS Ltd, S. V. Road, Santacruz West, Mumbai - 400054, Near Milan Subway Signal",Juhu
Prabhu General Store Near Ram Mandir Vile Parle East,1.66 KM,4.4,7 Votes,"4 Harileela Building, Vile Parle East, Mumbai - 400057, Near Ram Mandir",Juhu
Karamshi Velji Next to Wagh Hospital Vile Parle East,1.85 KM,4.2,20 Votes,"Shop No-1, Vijay Shanti Niwas, Prathana Samaj Road, Vile Parle East, Mumbai - 400057, Next to Wagh Hospital",Juhu
New Central Society Opposite BMC Office Vile Parle East,1.92 KM,3.9,21 Votes,"Shop No.1, Vireshwar Prakash Society, Nehru Road, Vile Parle East, Mumbai - 400057, Opposite BMC Office",Juhu
Shree Nityanand Medical General Store Near Bhuta High School Vile Parle East,1.98 KM,4.0,14 Votes,"Shop No.08-A, Saurabh Shahaji Raje Marg, Vile Parle East, Mumbai - 400057, Near Bhuta High School",Juhu
Priya Super Store Juhu Scheme Vile Parle West,1.03 KM,4.2,44 Votes,"Shop No-04, BMC Market, N S Road No-06, Vile Parle West, Mumbai - 400056, Juhu Scheme",Juhu
Span Medico Opposite Bank Of Baroda Vile Parle West,1.24 KM,4.4,7 Votes,"7/A Kanta Niwas, D.J. Road, Vile Parle West, Mumbai - 400056, Opposite Bank Of Baroda",Juhu
V K General Store Near Laxmi Narayan Temple Vile Parle West,1.36 KM,4.1,13 Votes,"9 Nandan Villa, Ansari Road, Vile Parle West, Mumbai - 400056, Near Laxmi Narayan Temple",Juhu
Vile Parle Bakery Near Railway Station Vile Parle East,1.44 KM,4.3,14 Votes,"Plot No.240, Shop No. 53, Tejpal Road, Vile Parle East, Mumbai - 400057, Near Railway Station",Juhu
Krishna Medico General Stores Opposite Khira Nagar Santacruz West,1.72 KM,3.7,10 Votes,"Shop No 3, Nabu Mistry Chawl, S V Road, Santacruz West, Mumbai - 400054, Opposite Khira Nagar",Juhu
Mugbath Grahak Sahakari Mandal Swami Samarth Nagar Girgaon,0.6 KM,3.6,5 Votes,"Tatya Gharpure Marg, Girgaon, Mumbai - 400004, Swami Samarth Nagar",Kalbadevi
Om Prakash General Stores Kamathipura mumbai Central,0.04 KM,4.4,7 Votes,"Shop 9, Murgiwala Chawl, M R Road, 12th Lane, Kamathipura-mumbai Central, Mumbai - 400008",Kamathipura
Lifeline Medical General Stores Near Do Tank Mumbai Central,0.41 KM,4.5,9 Votes,"A 238, Tahir Manzil, Maulana Azad Road, Mumbai Central, Mumbai - 400008, Near Do Tank",Kamathipura
Chheda General Store Mumbai Central,0.72 KM,4.2,9 Votes,"Shop No V8/T10, Dalal Estate, Belasis Road, Mumbai Central, Mumbai - 400008",Kamathipura
Praveen Medicals Near JJ Hospital Do Taki,0.77 KM,4.0,7 Votes,"Shop No 1, Princess Bldng, Babulal Tank Road, Do Taki, Mumbai - 400008, Near JJ Hospital",Kamathipura
Shree Paras Medical Store Opp JJ Hospital Do Taki,0.81 KM,4.8,6 Votes,"Gate No 9, Princess Building, 135,Babulal Tank Road, Do Taki, Mumbai - 400008, Opp JJ Hospital",Kamathipura
Modi Cigarette Centre Opposite Raj Oil Mills Near Alexander Cinema Nagpada mumbai Central,0.14 KM,4.5,17 Votes,"Shop No 231, Haji Kasam Building /, Bellasis Road,, Nagpada-mumbai Central, Mumbai - 400008, Opposite Raj Oil Mills, Near Alexander Cinema",Kamathipura
Gokul Medical General Stores Behind Saidham Temple Thakur Complex Kandivali East,0.23 KM,4.2,121 Votes,"Shop No 2, Bhagirathi Bhavan, Asha Nagar Road, Kandivali East, Mumbai - 400101, Behind Saidham Temple,Thakur Complex",Kandivali east
Pinky Provision General Stores Behind Saidham Mandir Western Express Highway Thakur Complex kandivali East,0.29 KM,4.0,12 Votes,"Shop No 3, AMI Building, Asha Nagar Road, Thakur Complex-kandivali East, Mumbai - 400101, Behind Saidham Mandir, Western Express Highway",Kandivali east
Welcome Medical General Store Behind Saidham Mandir Thakur Complex kandivali East,0.28 KM,4.3,24 Votes,"Shop No 6, AMI Aprtmant, Asha Nagar Road, Thakur Complex-kandivali East, Mumbai - 400101, Behind-Saidham Mandir",Kandivali east
Hari Om General Stores Opp Pizza Hut Kandivali East,0.77 KM,3.5,18 Votes,"Shop No 43. Shree Ganesh Aangan CHS Ltd, Thakur Village, Kandivali East, Mumbai - 400101, Opp Pizza Hut",Kandivali east
Bhanu Medical General Store Opposite Thakur Vidhaya Mandir School Thakur Complex kandivali East,0.23 KM,4.4,73 Votes,"Shop No 1, Avon Plaza, Thakur Complex-kandivali East, Mumbai - 400101, Opposite Thakur Vidhaya Mandir School",Kandivali east
Ashirwad Medical General Store Opposite Box 8 Thakur Village kandivali East,0.82 KM,4.2,26 Votes,"Shop No 12, Shree Ganesh Aangan Cooperative Housing Society Ltd, Thakur Village-kandivali East, Mumbai - 400101, Opposite Box 8",Kandivali east
Nayak General Stores Near 90 Feet Road Thakur Complex Kandivali East,0.35 KM,3.6,7 Votes,"Shop No 9, Satyam Apartment, Thakur Complex-Kandivali East, Mumbai - 400101, Near 90 Feet Road",Kandivali east
Pooja Medical General Stores Near Thakur House Kandivali East,1.33 KM,3.9,26 Votes,"Shop No1, Nagvekar Apartment, Akurli Road, Kandivali East, Mumbai - 400101, Near Thakur House",Kandivali east
Metro Chemist Opposite Bank Of Baroda Thakur Village kandivali East,0.93 KM,4.0,72 Votes,"Shop No 87, Building No 43 Emp, Thakur Village-kandivali East, Mumbai - 400101, Opposite Bank Of Baroda",Kandivali east
Vithal Chemist General Store Opposite Kalpataru Tower Kandivali East,1.28 KM,4.3,17 Votes,"Shop No 2, Alkapuri Co Operative Housing Society, Akruli Cross Road No 3, Kandivali East, Mumbai - 400101, Opposite Kalpataru Tower",Kandivali east
JAI Hind Dal Mill Opposite Municipal School Kandivali East,1.54 KM,3.8,21 Votes,"547 Ponseca Chawl, Akurli Road, Kandivali East, Mumbai - 400101, Opposite Municipal School",Kandivali east
Vondh Stores Near Highway Thakur Complex Kandivali East,0.39 KM,3.8,62 Votes,"Shop No 9, Anant Apartments, Thakur Complex, Thakur Complex-Kandivali East, Mumbai - 400101, Near Highway",Kandivali east
Mahalaxmi Super Market Opp Thakur Cinema Kandivali East,0.82 KM,4.0,6 Votes,"Shop No.9, 120ft Road, Vasant Sagar Complex, Thakur Village, Kandivali East, Mumbai - 400101, Opp. Thakur Cinema",Kandivali east
Shree Rajeshwar Medical General Stores Opposite Thakur House Ashok Nagar Kandivali East,1.46 KM,5.0,5 Votes,"Shop No 4, Sai Sadan, Ashok Chakravarthy Road,, Kandivali East, Mumbai - 400101, Opposite Thakur House, Ashok Nagar",Kandivali east
Rai Brothers General Stores Opp Gokul Hospital Kandivali East,0.07 KM,4.0,9 Votes,"Shop No-7, Gokul Plaza, Thakur Compelx, Kandivali East, Mumbai - 400101, Opp Gokul Hospital",Kandivali east
Marsi Green Mart Kandivali East,0.08 KM,5.0,5 Votes,"Shop Number 8, Gokul Regency 1, Asha Nagar, Kandivali East, Mumbai - 400101",Kandivali east
Raj Supermarket Near Avenue Hotel Thakur Complex Kandivali East,0.26 KM,3.7,87 Votes,"Shop No 13,E 3 Highway Park, Asha Nagar Road, Kandivali East, Mumbai - 400101, Near Avenue Hotel,Thakur Complex",Kandivali east
Shop Save Supermarket Near Cambridge High School Kandivali East,0.33 KM,3.5,9 Votes,"Shop No 4,5,6 A/1 Saraf Choudhari Nagar, Kandivali East, Mumbai - 400101, Near Cambridge High School",Kandivali east
Patel Brothers Opp Sai Baba Mandir Kandivali East,0.88 KM,4.1,7 Votes,"Shop No 03 New Shopping Center, Thakur Village, Kandivali East, Mumbai - 400101, Opp Sai Baba Mandir",Kandivali east
Balaji General Stores Near Dream Park Kandivali East,0.9 KM,3.8,5 Votes,"Shop No.6,EMP 61,SUN BUILDING, Thakur Village Road, Kandivali East, Mumbai - 400101, Near Dream Park",Kandivali east
Shilpa Chemist Near N G Suncity Thakur Village Kandivali East,1.39 KM,3.9,31 Votes,"Shop Number 24. D Wing N. G. Suncity Phase 1, Thakur Village-Kandivali East, Mumbai - 400101, Near N. G. Suncity",Kandivali east
Rumit General Stores Sahkar Gram Behind Esis Hospital Ashok Nagar kandivali East,1.61 KM,4.3,15 Votes,"Shop No 07, Sabarmati Apartment, Ashok Nagar-kandivali East, Mumbai - 400101, Sahkar Gram, Behind Esis Hospital",Kandivali east
Shree Ashapura Super Market Near Lokhandwala Circle Kandivali East,1.74 KM,3.7,11 Votes,"Shop No 5, Raj Tower, Kandivali East, Mumbai - 400101, Near Lokhandwala Circle",Kandivali east
New Ramdev General Stores Near Cambridge School Thakur Complex kandivali East,0.27 KM,4.3,7 Votes,"Shop No 13, Gokul Accord, Western Express Highway, Thakur Complex-kandivali East, Mumbai - 400101, Near Cambridge School",Kandivali east
Krishna Provision Stores Opposite Surbhi Hotel Thakur Complex kandivali East,0.39 KM,3.6,6 Votes,"Vasant Samruti Building, Shop No 24, 90 Feet Road, Thakur Complex-kandivali East, Mumbai - 400101, Opposite Surbhi Hotel",Kandivali east
Murlidhar Stores Near Dattani Park Kandivali East,0.47 KM,4.5,11 Votes,"Shop No 8, Kanchan Ganga Biulding,, Western Eastern Highway, Kandivali East, Mumbai - 400101, Near Dattani Park",Kandivali east
Pawan Super Shopee Sector 2 Kandivali West,1.92 KM,4.1,29 Votes,"Shop No 2/3/4, Rukmini Building, Plot No 36, Kandivali West, Mumbai - 400067, Sector 2",Kandivali west
Noble Super Market Off New Link Road Kandivali West,0.43 KM,4.0,17 Votes,"Shop No 9, Orchid Suburban Ptc Building, Bunder Pakhadi Road, Kandivali West, Mumbai - 400067, Off New Link Road",Kandivali west
New Meghdhanush Medical General Store Opposite Humlog Society Kandivali West,0.98 KM,4.3,195 Votes,"Shop No 19 & 20,Kamal Apartment,Neelambuj,, Shankar Lane, Kandivali West, Mumbai - 400067, Opposite Humlog Society,",Kandivali west
All India Medical General Services Dahanukar Wadi Kandivali West,0.21 KM,4.0,35 Votes,"Shop 4/5, Ground Floor, Dattatray Apartment, M G Road, Kandivali West, Mumbai - 400067, Dahanukar Wadi",Kandivali west
J D Brothers Kandivali West,1.41 KM,4.0,49 Votes,"Shop 1, Shiv Plaza, Station Road, Kandivali West, Mumbai - 400067",Kandivali west
Jeevan Jyoti Medical Stores Near Dr Mina Rane Charkop Sector 1 Kandivali West,1.69 KM,4.1,155 Votes,"Shop No 2, Priya Darshani Co Operative Housing Society, Plot 111, Kandivali West, Mumbai - 400067, Near Dr Mina Rane, Charkop, Sector 1",Kandivali west
Poornima Medical General Store Near Nirmal collage Kandivali West,0.36 KM,4.3,30 Votes,"Shop No B 1, Samrudhi Shopping Centre, M G Road, Kandivali West, Mumbai - 400067, Near Nirmal collage",Kandivali west
Anand Mangal Medical and General Store M G Cross Road No 4 Kandivali West,0.67 KM,4.0,46 Votes,"Shop No. A/5 Neelyog Apt., Patel Nagar, Kandivali West, Mumbai - 400067, M. G. Cross Road No. 4",Kandivali west
Lalit General Stores Dhanukar Wadi Kandivali West,0.28 KM,3.6,48 Votes,"1-2, Bobby Shopping Complex, Mg Road, Kandivali West, Mumbai - 400067, Dhanukar Wadi",Kandivali west
Vipul General Stores Dahanukar Wadi Near 5 Star Dairy Kandivali West,0.63 KM,3.8,10 Votes,"9, Bobby Shopping Centre, M G Road, Kandivali West, Mumbai - 400067, Dahanukar Wadi, Near 5 Star Dairy",Kandivali west
Bhavesh Chemist And General Stores Iraniwadi Opposite Asian Bakery Stores Kandivali West,0.73 KM,4.3,112 Votes,"Shop No 261/1-2, Shantilal Modi Road, Kandivali West, Mumbai - 400067, Iraniwadi, Opposite Asian Bakery Stores",Kandivali west
Parivar Stores Dahanukar Wadi Mahavir Nagar kandivali West,0.71 KM,4.3,21 Votes,"Shop No 5, Mahavir Darshan, Mahavir Nagar-kandivali West, Mumbai - 400067, Dahanukar Wadi",Kandivali west
Arogya Chemist General Store Opposite Gaurav Heights Mahavir Nagar kandivali West,0.86 KM,4.3,35 Votes,"Shop No 36/356 Mhb Colony, New Link Road, Mahavir Nagar-kandivali West, Mumbai - 400067, Opposite Gaurav Heights",Kandivali west
Balkrishna Medical And General Stores Near Atul Tower Kandivali West,0.36 KM,4.6,7 Votes,"Shop No. 05, Vasant Bhagirathi Building, Mathuradas Extn. Road, Kandivali West, Mumbai - 400067, Near Atul Tower",Kandivali west
Rajesh General Stores Opposite Bhagvati Pav Bhaji Kandivali west,0.64 KM,3.9,11 Votes,"Shop No-1, Bhawani House, kandivali west, Mumbai - 400067, Opposite Bhagvati Pav Bhaji,",Kandivali west
Shrinath Medical General Store Opposite HDFC Bank Kandivali West,0.67 KM,4.3,18 Votes,"Shop No 41, Panchsheel Garden, Mahavir Nagar Road, Kandivali West, Mumbai - 400067, Opposite HDFC Bank",Kandivali west
Raj Medical General Store Near Ekta Nagar Bus Stop Opposite Dhwani Building Kandivali West,1.09 KM,4.0,15 Votes,"Shop No Rwg 193, Old Link Road, Kandivali West, Mumbai - 400067, Near Ekta Nagar Bus Stop, Opposite Dhwani Building",Kandivali west
Hasmukh Medical General Stores Near Sector No 05 Kandivali West,1.49 KM,4.0,24 Votes,"Shop No. 03 Amruta Co Operative Housing Society, Plot No 24, Charkop,, Kandivali West, Mumbai - 400067, Near Sector No. 05",Kandivali west
Rekha Provision General Store Sector No 5 Charkop Market Kandivali West,1.73 KM,4.1,44 Votes,"Shop No 1/2, Plot No 222, Megha Building, Kandivali West, Mumbai - 400067, Sector No 5, Charkop Market",Kandivali west
Om Sai Medical And General Store Near Panchsheel Opposite Pizza Hut and Dmart Mall Mahavir Nagar kandivali West,0.94 KM,4.0,67 Votes,"Shop No 13-B, Raj Arcade, Bhorsapada Road, Mahavir Nagar-kandivali West, Mumbai - 400067, Near Panchsheel, Opposite Pizza Hut and Dmart Mall",Kandivali west
Royal Trader Opposite Atul Tower Kandivali West,0.27 KM,4.3,7 Votes,"Shop No- 16, Shanti Apartments, Mathuradas Extension Road, Kandivali West, Mumbai - 400067, Opposite Atul Tower",Kandivali west
Alpa General Store Data Mandir cross Road Kandivali West,0.53 KM,4.1,12 Votes,"Plot no-75,shop no.1, Om Shree Ganesh co-op housing society,, Kandivali West, Mumbai - 400067, Data Mandir cross Road,",Kandivali west
New Haria Provision Stores Nr Sunny Hotel Kandivali West,0.75 KM,4.4,10 Votes,"Shop No 1 & 2, Manek Nagar Cooperative Housing Society, M G Road, Cross Road No 4, Kandivali West, Mumbai - 400067, Nr Sunny Hotel",Kandivali west
Paarth Chemist General Stores Behind Swaminarayan Temple Near Turakhia Park Kandivali West,0.79 KM,4.8,5 Votes,"Shop No.10, Kalyan Apt, M G Road, Kandivali West, Mumbai - 400067, Behind Swaminarayan Temple, Near Turakhia Park",Kandivali west
Laxmi Medical And General Store Ganesh Nagar Kandivali West,0.96 KM,4.0,8 Votes,"Shop No 6, Dhavani Co Operative Housing Society, Off Old Link Road, Kandivali West, Mumbai - 400067, Ganesh Nagar",Kandivali west
Shri Shakti Traders Charkop Kandivali West,1.36 KM,3.8,16 Votes,"Shop No 2, Jupiter Building, Plot No 137, Sector 6, Kandivali West, Mumbai - 400067, Charkop",Kandivali west
Sahakar Society Opposite Sri Krishna Building Kandivali West,1.54 KM,4.3,91 Votes,"Shop No 8, Shiv Sagar Building, Charkop, Kandivali West, Mumbai - 400067, Opposite Sri Krishna Building",Kandivali west
Mickeys Ice Cream Parlour Anand Nagar Kandivali West,0.32 KM,4.1,29 Votes,"Shop No 4, Anand Smruti, Mathuradas Road, Kandivali West, Mumbai - 400067, Anand Nagar",Kandivali west
Nobal Medical and General Store Near Axis Bank Kandivali West,0.91 KM,4.0,21 Votes,"Shop No 1, Veena Sargam, Mahavir Nagar, Kandivali West, Mumbai - 400067, Near Axis Bank",Kandivali west
Laxmi Dal Mill Opposite Sunrays Mall Kandivali West,1.51 KM,3.7,25 Votes,"Yashodhan Building,Shop No 2, Plot No 241, Sector 3,Charkop, Kandivali West, Mumbai - 400067, Opposite Sunrays Mall",Kandivali west
Mahakali Medical General Store Near Sai Baba Mandir Ekta Nagar Mahavir Nagar Extension Kandivali West,0.89 KM,3.9,8 Votes,"Shop No 12, Blue Ocean Building, Kandivali West, Mumbai - 400067, Near Sai Baba Mandir, Ekta Nagar, Mahavir Nagar Extension",Kandivali west
Panchvati Provision Store Near Fire Brigade Kandivali West,1.29 KM,4.2,6 Votes,"Shop No. 3 Panchwati Bldg, S. V. Road, Kandivali West, Mumbai - 400067, Near Fire Brigade",Kandivali west
Garden Stationery General Stores Near Goras Wadi Kandivali West,1.35 KM,4.7,7 Votes,"Gurucharan Niwas, Kandivali West, Mumbai - 400067, Near Goras Wadi",Kandivali west
Bharat Medical General Stores Near Railway Crossing Kandivali West,1.45 KM,4.4,43 Votes,"Station Road, Kandivali West, Mumbai - 400067, Near Railway Crossing",Kandivali west
Sonam Stores Charkop Gaon Kandivali West,1.81 KM,3.8,21 Votes,"Shop No 3, Sejal Apt, M G Road, Kandivali West, Mumbai - 400067, Charkop Gaon",Kandivali west
Sagar General Store Near ICICI BANK ATM Kandivali West,1.87 KM,4.3,8 Votes,"Shop No. 2 Suraj Apt., Plot No. 397,398, Charkop Village, Kandivali West, Mumbai - 400067, Near ICICI BANK ATM",Kandivali west
Vinayak General Stores Opp Church Kanjurmarg East,1.13 KM,4.1,12 Votes,"Shop No. 1, Main Market, Kanjur Village Marg, Kanjurmarg East, Mumbai - 400042, Opp. Church",Kanjurmarg
Metro Electric Hardware Mart Near Kanjur Village Nehru Nagar Kanjurmarg East,0.53 KM,3.9,8 Votes,"Shop No 3, Fatima Mansion, Station Road, Kanjurmarg East, Mumbai - 400042, Near Kanjur Village, Nehru Nagar",Kanjurmarg
Vidhit Medical General Stores Kanjurmarg East,0.61 KM,4.3,5 Votes,"Shop No 1, Kalpataru Building, Village Rd, Kanjurmarg East, Mumbai - 400042",Kanjurmarg
Ankur Medical General Stores Kanjurmarg East,0.73 KM,4.0,14 Votes,"10, God Colony, Annabhau Godbole Road, Kanjurmarg East, Mumbai - 400042",Kanjurmarg
Janata Medical General Store Opposite Nch Colony Kanjurmarg West,0.38 KM,4.1,25 Votes,"Shop No 1, L B S Road, Kanjurmarg West, Mumbai - 400078, Opposite Nch Colony",Kanjurmarg
Raj Tobacco General Stores Kanjurmarg West,0.28 KM,3.7,5 Votes,"Shop No 3, Station Road, Kanjurmarg West, Mumbai - 400078",Kanjurmarg
Jai Jalaram General Store Nehru Nagar Kanjurmarg East,0.6 KM,4.3,7 Votes,"Shop No 2, Kalab Hussain Chawl, Kanjurmarg East, Mumbai - 400042, Nehru Nagar",Kanjurmarg
Lalan Medical General Stores Main Market Kanjurmarg East,1.02 KM,3.8,6 Votes,"Shop No. 7, Shankar Rajaram Valvi Chawl, Kanjur Village Marg, Kanjurmarg East, Mumbai - 400042, Main Market",Kanjurmarg
Bhawani Medical General Stores Opp Aniket Hospital Kanjurmarg East,0.6 KM,3.7,19 Votes,"Shop No 4, Thakkar Estate Chawl, Kanjurmarg East, Mumbai - 400042, Opp Aniket Hospital",Kanjurmarg
Nagarik Stores Kanjurmarg East,1.03 KM,3.9,44 Votes,"Shop No.7, Sebastian D'souza Chawl, Kanjur Village Road, Kanjurmarg East, Mumbai - 400042",Kanjurmarg
Paras General store Opposite Police Station Near Main Market Kanjurmarg East,1.06 KM,3.8,181 Votes,"Girgol Mendoja Chawl, Shop No 1, Kanjur Village Road, Kanjurmarg East, Mumbai - 400042, Opposite, Police Station Near Main Market",Kanjurmarg
Francis General Stores Kanjurmarg East,1.35 KM,3.5,8 Votes,"Sai Shraddha Rahivashi Sangh, Hanuman Galli, Kanjurmarg East, Mumbai - 400042",Kanjurmarg
Good Luck Medical General Store Opp Bhandup Bus Stop Bhandup West,1.94 KM,4.4,49 Votes,"Shop No. 4,Lakdawala Chawl,, Station Road,, Bhandup West, Mumbai - 400078, Opp. Bhandup Bus Stop",Kanjurmarg
Nageshwar Medical General Store Near Datar Colony Near Maratha Store Bhandup East,1.03 KM,4.3,14 Votes,"Shop No.1, Vijay Shree Chs, Plot No.21, Bhandup East, Mumbai - 400042, Near Datar Colony, Near Maratha Store",Kanjurmarg
Suvidha Medical General Stores Near Datar Colony Bhandup East,1.21 KM,4.1,32 Votes,"Shop No.2/3 Chandralok, Veer Savarkar Marg, Bhandup East, Mumbai - 400042, Near Datar Colony",Kanjurmarg
Bhairav Medical General Store Near B p e s School Bhandup West,1.32 KM,3.6,12 Votes,"10 Mohamed Afzal Chawl, Pratap Nagar Road, Bhandup West, Mumbai - 400078, Near B.p.e.s School",Kanjurmarg
Shree dattguru Pan Bidi Shop General store Pratap Nagar Naka Bhandup West,1.35 KM,4.3,6 Votes,"Kwari Road, Bhandup West, Mumbai - 400078, Pratap Nagar Naka",Kanjurmarg
Mahid Provision General Store Bhandup West,1.41 KM,4.4,28 Votes,"14, Majid Seth Chawl, Pathan Colony, Jamil Nagar, P.N. Road, Bhandup West, Mumbai - 400078",Kanjurmarg
Jain Provision Stores Shripal Nagar Walkeshwar,1.91 KM,3.9,72 Votes,"Shop No 101, 12,J Mehta Marg, Walkeshwar, Mumbai - 400006, Shripal Nagar",Kemps Corner
Purnima Stores Malabar Hill,1.82 KM,4.0,16 Votes,"37-A, Mahavir, B G Kher Marg, Malabar Hill, Mumbai - 400006",Kemps Corner
Anil Jaiswal Bhai Walkeshwar,1.25 KM,4.7,10 Votes,"Krishanaraj Society, Malabar Hill, Road, Walkeshwar, Mumbai - 400006",Kemps Corner
Quality Picnic Opposite Regal Foot Store Near Telephone Exchange Khar West,0.77 KM,4.2,247 Votes,"Shop No. 6, Ground Floor, Meghdoot Building, Linking Road, Khar West, Mumbai - 400052, Opposite Regal Foot Store, Near Telephone Exchange",Khar
Shri Vishnu Stores Near Corner Of 3rd Road P D Hinduja Marg Opposite Dr Jumani Khar West,0.58 KM,4.1,85 Votes,"783 A, Shiv Shakti Building, Khar Pali Road, Khar West, Mumbai - 400052, Near Corner Of 3rd Road & P D Hinduja Marg, Opposite Dr Jumani",Khar
Jay Pharma Medico General Stores Next to Tharu Sweets Opposite Janakalyan Sahakari Bank Khar West,0.29 KM,4.0,34 Votes,"782,East View Building,Shop No 6, 4th Road, Khar West, Mumbai - 400052, Next to Tharu Sweets, Opposite Janakalyan Sahakari Bank",Khar
Ajanta Medical General Stores Near 1st 12th Road Corner Near Madhu Park Khar West,0.61 KM,4.2,39 Votes,"Heera House, Chitrakar Dhurandhar Marg, Khar West, Mumbai - 400052, Near 1st & 12th Road Corner, Near Madhu Park",Khar
MANIK General Stores NEAR BOURN BOURN MEDICAL NEAR BOMBAY Khar West,1.5 KM,3.8,9 Votes,"Shop No 2.Dhanhil Bulding, Dr Ambedkar Road, Khar West, Mumbai - 400052, NEAR BOURN BOURN MEDICAL NEAR BOMBAY",Khar
National Medical Super Market Opposite Maharashtra Bank Next to Nike Showroom Khar West,1.05 KM,3.9,59 Votes,"Shop No 1/2 , JAI Niketan Building, 16th Road, Khar West, Mumbai - 400052, Opposite Maharashtra Bank, Next to Nike Showroom",Khar
Manek stores Opp Gurunanak Hospital Khar West,1.11 KM,4.5,15 Votes,"316, Dun Hill Society, Dr Ambedkar Road, Khar West, Mumbai - 400052, Opp. Gurunanak Hospital",Khar
Jeevan Society Stores Near Kabutar Khana Khar West,0.21 KM,3.9,40 Votes,"Model Building, 2nd Road, Khar West, Mumbai - 400052, Near Kabutar Khana",Khar
Ashok Medical General Stores Opp Pizza Metro Hotel Khar West,1.19 KM,4.3,28 Votes,"Shop No. 4 73/E, Ravi Kutir Building, Dr Ambedkar Road, Khar West, Mumbai - 400052, Opp. Pizza Metro Hotel",Khar
Paradise Medical General Store Near Khar Railway Station Khar West,0.23 KM,4.3,37 Votes,"3, Swahany Niwas, 3rd Road, Khar West, Mumbai - 400052, Near Khar Railway Station",Khar
Peters Medical General Stores Near Dandpada Junction Next to Hanuman Mandir Khar West,1.63 KM,4.2,29 Votes,"Shop No 5, 55 D, Ramnath Prasad Building, Dr Ambedkar Road, Khar West, Mumbai - 400052, Near Dandpada Junction, Next to Hanuman Mandir",Khar
Jay Pharma Medico General Store Opposite Mg Jewellers Khar West,0.29 KM,4.1,14 Votes,"Shop No 6 East View Building, Fort Road, Khar West, Mumbai - 400052, Opposite Mg Jewellers",Khar
Bon Bon Medical General Store Behind Khar Gymkhana Khar West,1.11 KM,4.2,31 Votes,"Shop No. 3, Calvery Apartment, Dr. Ambedkar Road, Khar West, Mumbai - 400052, Behind Khar Gymkhana",Khar
Haria Stores Opp Sitla Mandir Khar West,0.5 KM,4.0,6 Votes,"570/3 Sawanand Sadan, 5th Road, Khar West, Mumbai - 400052, Opp. Sitla Mandir",Khar
Sea Spray General Provision Store Near Shree Amrut Cooperative Housing Society Khar West,1.89 KM,3.8,98 Votes,"Khar Danda, Khar (W), Hanuman Nagar, Khar West, Carter Road, Carter Road B R Ambedkar Road, Khar West, Mumbai - 400052, Near Shree Amrut Cooperative Housing Society",Khar
Fancy General Stores Opposite Krishna Chaya Hotel Khar West,0.23 KM,3.7,6 Votes,"Shop No B/15 , Municipal Market, 1st Road, Khar West, Mumbai - 400052, Opposite Krishna Chaya Hotel",Khar
