Name,Distance,Rating,Votes,Address
New Apna Super Bazar Sector 5 Near Surya Shopping Centre Mira Road,1.61 KM,3.6,119 Votes,"Shop No 1, Shrushti Complex, Mira Road, Thane - 401107, Sector 5, Near Surya Shopping Centre"
Sai Medical General store Near Saraswat Bank Poonam Sagar Complex mira Road,1.67 KM,4.0,12 Votes,"Shop No 9, Olympia Building, Poonam Sagar Complex-mira Road, Thane - 401107, Near Saraswat Bank"
National Super Market Shree Laxmi Park Mira Road,0.15 KM,,0 Votes,"Shop No 10,11 Larmi Ashish Biulding, Kankia Road, Mira Road, Thane - 401107, Shree Laxmi Park"
Apna Kirana Store Lodha Complex Road Mira Road,0.43 KM,,0 Votes,"Shop no 10, Sita Park, Naya Nagar, Mira Road, Thane - 401107, Lodha Complex Road"
Ashish Medical General Store Opp Commissioner Bunglow Mira Road,0.56 KM,4.0,2 Votes,"Shop No 4, I Wing, Rashmi Tanmay Building, Kanakia Road, Baverly Park, Mira Road, Thane - 401107, Opp Commissioner Bunglow"
Dcunha General Store Sheetal Nagar Mira Road,0.59 KM,4.0,2 Votes,"Shop No 15, Woodland Complex, Nr. Holy Cross Convert School, Sheetal Nagar, Mira Road East, Sheetal Nagar-Mira Road, Thane - 401107"
Reliable Chemist General Store Opposite Umrao Hospital Naya Nagar Mira Road,0.61 KM,4.8,3 Votes,"Shop No 16, Asmita Lords Plaza, Razak Road, Mira Road, Thane - 401107, Opposite Umrao Hospital, Naya Nagar"
Rehmat Medical and General Store Near Ten Villa Masjid Mira Road,0.71 KM,4.5,9 Votes,"Shop No 4, Heena Avenue, Near Naya Nagar, Mira Road, Thane - 401107, Near Ten Villa Masjid"
Goodluck General Stores Mira Road,,3.0,4 Votes,"Mira Road, Thane - 401107"
Laxmi General Stores Near Ambar Sweets Mira Road,,,0 Votes,"Shanti Nagar Building No B 3 Payal Building Secor No 2, Mira Road, Thane - 401107, Near Ambar Sweets"
99 General Store Mira Road,0.87 KM,,0 Votes,"Shop No.12, Chandresh Classic, Mira Road, Thane - 401107"
New Laxmi General Store Opp Shams Masjid Mira Road,0.88 KM,,0 Votes,"Shop No-2, Kohinoor Apt., Naya Nagar, Mira Road, Thane - 401107, Opp. Shams Masjid"
Saira Dairy Sector 11 Shanti Nagar Near Bharat Gas Agency Mira Road,0.88 KM,,0 Votes,"Shop No 14, Building No B 4, Station Road, Mira Road, Thane - 401107, Sector 11, Shanti Nagar, Near Bharat Gas Agency"
Prabhat Medical General Stores Lodha Road Mira Road,0.93 KM,4.6,14 Votes,"S-10, Chandresh Abhinandan , Lodha Complex, 60 Feet Road, Mira Road, Thane - 401107, Lodha Road"
Gokul Chemist Near St Thomas Church Mira Road,0.94 KM,4.2,6 Votes,"Shop No 3, New Narmada Tower, Mira Road, Thane - 401107, Near St Thomas Church"
Mira Soap Oil Center Near Jain Temple Mira Road,0.96 KM,3.6,5 Votes,"Shop No 7, Sector 6, Shanti Nagar, Mira Road, Thane - 401107, Near Jain Temple"
Suprabha Medical General Near AToZ Laundry Mira Road,1.07 KM,,0 Votes,"Shop No 9 Building No B4 Unique Classic, Shanti Park, Mira Road, Thane - 401107, Near AToZ Laundry"
Mira Medical General Store Mira Road,1.18 KM,4.3,6 Votes,"Shop No.8, Vasant Heights Bldg ., Opp. Poonam Complex, Station Road, Mira Road, Thane - 401107"
Balaji Stores Near Jangid Circle Opposite Dairy Don Near Apple Chemist Silver Park mira Road,1.25 KM,4.1,41 Votes,"Shop No 13/14, Ganaga Jangid Complex, Silver Park-mira Road, Thane - 401107, Near Jangid Circle, Opposite Dairy Don, Near Apple Chemist"
Gurukrupa Traders Opp Sector 3 Mira Road,1.26 KM,4.2,34 Votes,"Shop No. 16, Bldg. No. A-3, Sector 7, Shanti Nagar, Mira Road, Thane - 401107, Opp. Sector-3"
Janta Super Market Opposite Omkar Clinic Mira Road,1.3 KM,3.6,4 Votes,"Shop No.20, Oswal Paradise, Ramdev Park Road, Mira Road, Thane - 401107, Opposite Omkar Clinic"
Kanha Sweets And General Store Near Jain Temple Mira Road,1.3 KM,3.5,3 Votes,"Shop No.09, Sector-6, A-5, Shanti Nagar, Mira Road, Thane - 401107, Near Jain Temple"
Shanti Super Market Opp Shrusti Building Mira Road,1.34 KM,,0 Votes,"Shop No-5, Building No-A/24, Abhishek Apartment, Shanti Park, Mira Road, Thane - 401107, Opp Shrusti Building"
