Name,Distance,Rating,Votes,Address
Maharashtra Provision And General Store Opp Petrol Pump Charni Road,0.38 KM,5.0,1 Votes,"Shop No 9, 262 ,Mehta Estate Building., Thakurdwar Roaf, Charni Road, Mumbai - 400004, Opp. Petrol Pump"
Roman Dryfruit Prarthana Samaj,0.57 KM,,0 Votes,"457 dwarkadas mansion, S.v.p road, Prarthana Samaj, Mumbai - 400004"
Bharat Electric General Stores Opposite Sindhi Galli Near Bus Stop Charni Road,0.75 KM,4.7,7 Votes,"459/63, Dinesh Bhavan, Shop No -5, Patthe Bapurao Marg, Charni Road, Mumbai - 400004, Opposite Sindhi Galli, Near Bus Stop"
Queens Corner Charni Road Station Charni Road,0.45 KM,,0 Votes,"Shop no 1, Sakina Manzil, M. K. Marg, Charni Road, Mumbai - 400004, Charni Road Station"
K Nath and Co Opp mangalwadi lane Charni Road,0.07 KM,,0 Votes,"249 Ram niwas, Jss road, Charni Road, Mumbai - 400004, Opp mangalwadi lane"
Krishna General Stores Khandawadi Charni Road,0.18 KM,,0 Votes,"145,Khadilkar Road, Khadilkar Rd, Charni Road, Mumbai - 400004, Khandawadi"
Maharashtra Provision And General Stores Near Charni Road Station Charni Road,0.28 KM,,0 Votes,"9, Mehta Estate Building, Thakurdwar Road, Charni Road, Mumbai - 400004, Near Charni Road Station"
Shrikrishana Medical General Stores Gandhi Lane Corner Charni Road,,,0 Votes,"No 446, Patthe Bapurao Marg, Charni Road, Mumbai - 400004, Gandhi Lane Corner"
M K General Stores Near Railway Station Charni Road,0.33 KM,4.0,1 Votes,"Shop No 21, Laud Mansion, M K Road, Charni Road, Mumbai - 400004, Near Railway Station"
Manisha General Stores Charni Road,,,0 Votes,"Charni Road, Mumbai - 400004"
Kavya Parlour Kirana Store,,,0 Votes,"Radhe Crystal, Shop No. 4, At & Post Kudasan, Ta. Dist, Mumbai - 400004"
Kalpana Provision Store Kannedy Bridge Opposite Parekh Market Charni Road,,,0 Votes,"Shop No 2, 28/A Devidas Lalubhai Building, JSS Road, Charni Road, Mumbai - 400004, Kannedy Bridge , Opposite Parekh Market"
Mangalam stores Opp Apna bazaar Charni Road,0.37 KM,,0 Votes,"135, V P Road, Charni Road, Mumbai - 400004, Opp Apna bazaar"
Ms D K Shetty And Sons Near axis bank Charni Road,0.38 KM,,0 Votes,"shop no.-5, Sakina Manzil 2, R r road, Charni Road, Mumbai - 400004, near axis bank"
Paradise Store Opp Bharat Stores Charni Road,0.42 KM,,0 Votes,"Shop No.350/A, J S S Road, Charni Road, Mumbai - 400004, Opp. Bharat Stores"
The Bharat General Stores Opp union bank Cawasji Patel Tank,0.48 KM,4.0,5 Votes,"50/50 navyug house, V P Road, Cawasji Patel Tank, Mumbai - 400004, Opp union bank"
Shree Swagat Medical Near C P Tank Circle Cawasji Patel Tank,0.5 KM,3.8,3 Votes,"Shop No 5, Ladwadi Building, 34, V P Road, Cawasji Patel Tank, Mumbai - 400004, Near C P Tank Circle"
AP Foods Near Prathana Samaj Opera House,0.51 KM,,0 Votes,"Birla Mansion, Dr D D Sathe Marg, Opera House, Mumbai - 400004, Near Prathana Samaj"
Manas Kirana Charni Road,0.52 KM,,0 Votes,"Charni Road, Mumbai - 400004"
MS Lakhamshi Chana Co Opera house Charni Road,0.54 KM,,0 Votes,"73,, J. S. S. Road, Charni Road, Mumbai - 400004, Opera house"
Mimi Kirana Store Charni Road,0.55 KM,3.5,2 Votes,"Charni Road, Mumbai - 400004"
Jay Ambe General Store Sindhi gali corner Charni Road,0.6 KM,4.0,1 Votes,"11-A 46/50, Nanubhai desai road, Charni Road, Mumbai - 400004, Sindhi gali corner"
Bharat Electronics And General Store Prarthana Samaj,,,0 Votes,"Patthe Bapurao Marg Prarthana Samaj, Prarthana Samaj, Mumbai - 400004"
Sd Kirana Store Prarthana Samaj,,,0 Votes,"Prarthana Samaj, Mumbai - 400004"
Adarsh Pan Shop And General Store Charni Road,0.64 KM,,0 Votes,"5 , Anuj Bhavan, Ground Floor, 3rd Fofalwadi, East, Bhuleshwar Road, Charni Road, Mumbai - 400004"
The Laxman General Store Opposite Dinesh Trading Co Lamington Road,0.66 KM,,0 Votes,"342/49, Lamington Road, Lamington Road, Mumbai - 400004, Opposite Dinesh Trading Co."
